,Name,Elo,GXE,Glicko-1,usernames,ladder_url,Unnamed: 5
2165,Sleeping swampert,1506,79.5%,1759 ± 63,sleepingswampert,https://pokemonshowdown.com/ladder/gen9ubers,
2166,AIsang o,1505,81.4%,1780 ± 48,aisango,https://pokemonshowdown.com/ladder/gen9ubers,
2167,UBMY W,1505,83.5%,1810 ± 64,ubmyw,https://pokemonshowdown.com/ladder/gen9ubers,
2168,IG Venti,1504,83.5%,1810 ± 66,igventi,https://pokemonshowdown.com/ladder/gen9ubers,
2169,UBMY ptk,1504,84.1%,1818 ± 64,ubmyptk,https://pokemonshowdown.com/ladder/gen9ubers,
2170,UBMY wwww,1503,83.2%,1806 ± 64,ubmywwww,https://pokemonshowdown.com/ladder/gen9ubers,
2171,Edna the goat,1503,82.6%,1800 ± 75,ednathegoat,https://pokemonshowdown.com/ladder/gen9ubers,
2172,ubmy lup,1502,82.7%,1799 ± 62,ubmylup,https://pokemonshowdown.com/ladder/gen9ubers,
2173,S-Matrix,1502,84.7%,1825 ± 47,smatrix,https://pokemonshowdown.com/ladder/gen9ubers,
2174,thelectricow,1502,76.7%,1726 ± 43,thelectricow,https://pokemonshowdown.com/ladder/gen9ubers,
2175,negrodamusness,1501,78.7%,1753 ± 80,negrodamusness,https://pokemonshowdown.com/ladder/gen9ubers,
2176,MausGhold,1501,83.5%,1810 ± 66,mausghold,https://pokemonshowdown.com/ladder/gen9ubers,
2177,Medea26,1501,80.8%,1774 ± 63,medea26,https://pokemonshowdown.com/ladder/gen9ubers,
2178,Dimension 3,1501,80.2%,1766 ± 57,dimension3,https://pokemonshowdown.com/ladder/gen9ubers,
2179,T0xic C1ty,1500,79.6%,1763 ± 83,t0xicc1ty,https://pokemonshowdown.com/ladder/gen9ubers,
2180,Honor The Work,1500,84.6%,1830 ± 82,honorthework,https://pokemonshowdown.com/ladder/gen9ubers,
2181,Lunala,1500,80.4%,1773 ± 85,lunala,https://pokemonshowdown.com/ladder/gen9ubers,
2182,Poulet Miku,1500,75.8%,1720 ± 78,pouletmiku,https://pokemonshowdown.com/ladder/gen9ubers,
2183,Zeprius,1500,73.2%,1693 ± 76,zeprius,https://pokemonshowdown.com/ladder/gen9ubers,
2184,iamnotagenius,1500,72.6%,1687 ± 70,iamnotagenius,https://pokemonshowdown.com/ladder/gen9ubers,
2185,teqoufi.,1500,83.9%,1818 ± 77,teqoufi,https://pokemonshowdown.com/ladder/gen9ubers,
2186,Warm Gamer,1500,80.1%,1765 ± 58,warmgamer,https://pokemonshowdown.com/ladder/gen9ubers,
2187,kkrrina,1500,79.8%,1764 ± 69,kkrrina,https://pokemonshowdown.com/ladder/gen9ubers,
2188,uvjvjv,1500,83.5%,1812 ± 75,uvjvjv,https://pokemonshowdown.com/ladder/gen9ubers,
2189,UBMY Horrid,1500,83.1%,1805 ± 62,ubmyhorrid,https://pokemonshowdown.com/ladder/gen9ubers,
2190,hjuyttdd,1500,77.9%,1743 ± 73,hjuyttdd,https://pokemonshowdown.com/ladder/gen9ubers,
2191,UBMY napoli2,1500,81.9%,1789 ± 60,ubmynapoli2,https://pokemonshowdown.com/ladder/gen9ubers,
2192,Sunday_love_vgc,1500,79.1%,1756 ± 73,sundaylovevgc,https://pokemonshowdown.com/ladder/gen9ubers,
2193,sealxer,1500,78.3%,1748 ± 82,sealxer,https://pokemonshowdown.com/ladder/gen9ubers,
2194,Fc ❤,1500,82.4%,1795 ± 64,fc,https://pokemonshowdown.com/ladder/gen9ubers,
2195,rokugeni,1500,79.7%,1762 ± 66,rokugeni,https://pokemonshowdown.com/ladder/gen9ubers,
2196,Ryrissu,1500,78.8%,1749 ± 44,ryrissu,https://pokemonshowdown.com/ladder/gen9ubers,
2197,RoadtoRanked2022,1500,78.7%,1752 ± 79,roadtoranked2022,https://pokemonshowdown.com/ladder/gen9ubers,
2198,slieGle,1500,75.5%,1716 ± 73,sliegle,https://pokemonshowdown.com/ladder/gen9ubers,
2199,Miss. Fire_Love❣,1500,85.9%,1846 ± 71,missfirelove,https://pokemonshowdown.com/ladder/gen9ubers,
2200,Tangostene,1500,81.7%,1788 ± 76,tangostene,https://pokemonshowdown.com/ladder/gen9ubers,
2201,UBMY Weeeee,1500,84.1%,1819 ± 65,ubmyweeeee,https://pokemonshowdown.com/ladder/gen9ubers,
2202,spyxfamignol,1500,82.9%,1804 ± 79,spyxfamignol,https://pokemonshowdown.com/ladder/gen9ubers,
2203,savage14455,1500,79.7%,1766 ± 91,savage14455,https://pokemonshowdown.com/ladder/gen9ubers,
2204,Pokefuneral,1500,64.3%,1611 ± 27,pokefuneral,https://pokemonshowdown.com/ladder/gen9ubers,
2205,shook white,1500,79.7%,1763 ± 71,shookwhite,https://pokemonshowdown.com/ladder/gen9ubers,
2206,Tarre25,1500,77.8%,1741 ± 72,tarre25,https://pokemonshowdown.com/ladder/gen9ubers,
2207,Marteau Mastoc ✦,1500,76.5%,1725 ± 64,marteaumastoc,https://pokemonshowdown.com/ladder/gen9ubers,
2208,Mai Wife,1500,80.3%,1772 ± 83,maiwife,https://pokemonshowdown.com/ladder/gen9ubers,
2209,Theorymon,1500,83.0%,1805 ± 72,theorymon,https://pokemonshowdown.com/ladder/gen9ubers,
2210,Rhmsitb,1500,74.8%,1709 ± 75,rhmsitb,https://pokemonshowdown.com/ladder/gen9ubers,
2211,quixana,1500,80.2%,1770 ± 82,quixana,https://pokemonshowdown.com/ladder/gen9ubers,
2212,Sterk Tars,1500,82.4%,1796 ± 67,sterktars,https://pokemonshowdown.com/ladder/gen9ubers,
2213,Mlynar Nearl,1500,80.7%,1777 ± 84,mlynarnearl,https://pokemonshowdown.com/ladder/gen9ubers,
2214,ddestoryer,1500,80.0%,1767 ± 79,ddestoryer,https://pokemonshowdown.com/ladder/gen9ubers,
2215,Tesla SpaceX,1500,80.8%,1775 ± 68,teslaspacex,https://pokemonshowdown.com/ladder/gen9ubers,
2216,UBMY JDS,1500,83.4%,1808 ± 64,ubmyjds,https://pokemonshowdown.com/ladder/gen9ubers,
2217,Envyetta_YT,1500,73.9%,1700 ± 71,envyettayt,https://pokemonshowdown.com/ladder/gen9ubers,
2218,ffhxkxkdd,1500,81.9%,1790 ± 75,ffhxkxkdd,https://pokemonshowdown.com/ladder/gen9ubers,
2219,Asagi865,1500,80.0%,1765 ± 65,asagi865,https://pokemonshowdown.com/ladder/gen9ubers,
2220,fireator,1500,81.7%,1787 ± 64,fireator,https://pokemonshowdown.com/ladder/gen9ubers,
2221,8142e,1500,80.3%,1771 ± 80,8142e,https://pokemonshowdown.com/ladder/gen9ubers,
2222,YSLSLATT4EVER,1500,84.6%,1828 ± 80,yslslatt4ever,https://pokemonshowdown.com/ladder/gen9ubers,
2223,Smiling Orchid,1500,80.4%,1771 ± 75,smilingorchid,https://pokemonshowdown.com/ladder/gen9ubers,
2224,TIM ALLEN IS GOD,1500,81.5%,1787 ± 85,timallenisgod,https://pokemonshowdown.com/ladder/gen9ubers,
2225,eggplant1,1500,79.4%,1759 ± 75,eggplant1,https://pokemonshowdown.com/ladder/gen9ubers,
2226,Vertex,1500,80.8%,1777 ± 81,vertex,https://pokemonshowdown.com/ladder/gen9ubers,
2227,icarus's fall,1500,81.2%,1783 ± 83,icarussfall,https://pokemonshowdown.com/ladder/gen9ubers,
2228,z19b,1500,71.9%,1681 ± 72,z19b,https://pokemonshowdown.com/ladder/gen9ubers,
2229,Worhta,1500,80.1%,1769 ± 81,worhta,https://pokemonshowdown.com/ladder/gen9ubers,
2230,anthonykarem,1500,80.2%,1769 ± 73,anthonykarem,https://pokemonshowdown.com/ladder/gen9ubers,
2231,BrutalBjoern,1500,76.1%,1722 ± 65,brutalbjoern,https://pokemonshowdown.com/ladder/gen9ubers,
2232,tony kartana,1500,84.9%,1833 ± 82,tonykartana,https://pokemonshowdown.com/ladder/gen9ubers,
2233,Surfugo,1500,67.5%,1639 ± 50,surfugo,https://pokemonshowdown.com/ladder/gen9ubers,
2234,ubmyanmar,1500,83.6%,1811 ± 63,ubmyanmar,https://pokemonshowdown.com/ladder/gen9ubers,
2235,ALsang,1500,80.6%,1773 ± 65,alsang,https://pokemonshowdown.com/ladder/gen9ubers,
2236,Gimmighoul,1500,78.0%,1742 ± 69,gimmighoul,https://pokemonshowdown.com/ladder/gen9ubers,
2237,BTLT001 Nael222,1500,83.4%,1812 ± 83,btlt001nael222,https://pokemonshowdown.com/ladder/gen9ubers,
2238,defame TV,1500,82.7%,1797 ± 46,defametv,https://pokemonshowdown.com/ladder/gen9ubers,
2239,un toro,1500,81.5%,1784 ± 70,untoro,https://pokemonshowdown.com/ladder/gen9ubers,
2240,oeuf breaddd,1500,82.2%,1793 ± 67,oeufbreaddd,https://pokemonshowdown.com/ladder/gen9ubers,
2241,Diet Dr. Chepper,1500,76.2%,1724 ± 75,dietdrchepper,https://pokemonshowdown.com/ladder/gen9ubers,
2242,perpetual failures,1500,80.3%,1772 ± 82,perpetualfailures,https://pokemonshowdown.com/ladder/gen9ubers,
2243,Batch fighter,1500,86.8%,1864 ± 82,batchfighter,https://pokemonshowdown.com/ladder/gen9ubers,
2244,datsplashtho,1500,81.5%,1786 ± 80,datsplashtho,https://pokemonshowdown.com/ladder/gen9ubers,
2245,ScribbleScribble,1500,75.6%,1715 ± 60,scribblescribble,https://pokemonshowdown.com/ladder/gen9ubers,
2246,ArcanineSquad,1500,84.1%,1820 ± 73,arcaninesquad,https://pokemonshowdown.com/ladder/gen9ubers,
2247,BLOODORIGIN,1500,79.2%,1757 ± 68,bloodorigin,https://pokemonshowdown.com/ladder/gen9ubers,
2248,Aberforth,1500,79.8%,1761 ± 42,aberforth,https://pokemonshowdown.com/ladder/gen9ubers,
2249,Ubmy Ctown,1500,81.2%,1779 ± 59,ubmyctown,https://pokemonshowdown.com/ladder/gen9ubers,
2250,Malaki05,1500,76.8%,1727 ± 44,malaki05,https://pokemonshowdown.com/ladder/gen9ubers,
2251,Meseteallo,1500,75.3%,1713 ± 62,meseteallo,https://pokemonshowdown.com/ladder/gen9ubers,
2252,UBMY gkkgka,1500,80.3%,1767 ± 54,ubmygkkgka,https://pokemonshowdown.com/ladder/gen9ubers,
2253,John John Prime,1500,75.8%,1718 ± 61,johnjohnprime,https://pokemonshowdown.com/ladder/gen9ubers,
2254,gkosnam,1500,85.1%,1835 ± 71,gkosnam,https://pokemonshowdown.com/ladder/gen9ubers,
2255,invad3r,1500,80.5%,1774 ± 79,invad3r,https://pokemonshowdown.com/ladder/gen9ubers,
2256,Nicometeor,1500,82.7%,1801 ± 75,nicometeor,https://pokemonshowdown.com/ladder/gen9ubers,
2257,Norman2!,1500,79.6%,1761 ± 69,norman2,https://pokemonshowdown.com/ladder/gen9ubers,
2258,night suliu,1499,84.2%,1822 ± 76,nightsuliu,https://pokemonshowdown.com/ladder/gen9ubers,
2259,UBMY ch,1499,84.1%,1819 ± 65,ubmych,https://pokemonshowdown.com/ladder/gen9ubers,
2260,eempirical,1499,83.0%,1804 ± 68,eempirical,https://pokemonshowdown.com/ladder/gen9ubers,
2261,Trollcarona,1499,73.6%,1697 ± 71,trollcarona,https://pokemonshowdown.com/ladder/gen9ubers,
2262,qdhwefdw,1499,75.0%,1712 ± 74,qdhwefdw,https://pokemonshowdown.com/ladder/gen9ubers,
2263,Mister Sad Face 69,1499,82.0%,1791 ± 72,mistersadface69,https://pokemonshowdown.com/ladder/gen9ubers,
2264,pedrool00,1499,75.1%,1712 ± 72,pedrool00,https://pokemonshowdown.com/ladder/gen9ubers,
2265,Ryrissuu,1499,71.5%,1677 ± 72,ryrissuu,https://pokemonshowdown.com/ladder/gen9ubers,
2266,ScarletAndy,1499,78.7%,1751 ± 73,scarletandy,https://pokemonshowdown.com/ladder/gen9ubers,
2267,Frrf,1499,79.9%,1764 ± 63,frrf,https://pokemonshowdown.com/ladder/gen9ubers,
2268,Shockwave79,1499,75.7%,1720 ± 82,shockwave79,https://pokemonshowdown.com/ladder/gen9ubers,
2269,Deidarctica,1499,71.4%,1676 ± 75,deidarctica,https://pokemonshowdown.com/ladder/gen9ubers,
2270,Arkhaniste,1499,80.7%,1778 ± 91,arkhaniste,https://pokemonshowdown.com/ladder/gen9ubers,
2271,Ishi No Ko,1499,77.1%,1734 ± 79,ishinoko,https://pokemonshowdown.com/ladder/gen9ubers,
2272,UBMY depressif,1499,82.9%,1801 ± 59,ubmydepressif,https://pokemonshowdown.com/ladder/gen9ubers,
2273,BTU10,1499,81.6%,1786 ± 69,btu10,https://pokemonshowdown.com/ladder/gen9ubers,
2274,LumenM,1499,67.8%,1641 ± 54,lumenm,https://pokemonshowdown.com/ladder/gen9ubers,
2275,shaneghoul,1499,85.6%,1845 ± 85,shaneghoul,https://pokemonshowdown.com/ladder/gen9ubers,
2276,GiantAthos,1499,74.4%,1705 ± 72,giantathos,https://pokemonshowdown.com/ladder/gen9ubers,
2277,shartboard,1499,84.7%,1828 ± 71,shartboard,https://pokemonshowdown.com/ladder/gen9ubers,
2278,ubmy bb,1499,82.6%,1797 ± 61,ubmybb,https://pokemonshowdown.com/ladder/gen9ubers,
2279,KnightOfTheSkies,1499,75.1%,1713 ± 79,knightoftheskies,https://pokemonshowdown.com/ladder/gen9ubers,
2280,Petah Griffinz,1499,74.6%,1707 ± 75,petahgriffinz,https://pokemonshowdown.com/ladder/gen9ubers,
2281,Basedgod6969,1499,83.4%,1812 ± 81,basedgod6969,https://pokemonshowdown.com/ladder/gen9ubers,
2282,rip bozzo,1499,70.3%,1664 ± 54,ripbozzo,https://pokemonshowdown.com/ladder/gen9ubers,
2283,fatfighter,1499,84.2%,1823 ± 82,fatfighter,https://pokemonshowdown.com/ladder/gen9ubers,
2284,FM No.1,1499,76.5%,1724 ± 54,fmno1,https://pokemonshowdown.com/ladder/gen9ubers,
2285,Happy Nanchara,1499,80.4%,1772 ± 77,happynanchara,https://pokemonshowdown.com/ladder/gen9ubers,
2286,Cam,1499,80.2%,1766 ± 49,cam,https://pokemonshowdown.com/ladder/gen9ubers,
2287,mattsupahpowers,1499,77.5%,1738 ± 80,mattsupahpowers,https://pokemonshowdown.com/ladder/gen9ubers,
2288,cvpcl,1499,83.3%,1808 ± 65,cvpcl,https://pokemonshowdown.com/ladder/gen9ubers,
2289,Liberty Haze,1499,75.6%,1715 ± 58,libertyhaze,https://pokemonshowdown.com/ladder/gen9ubers,
2290,research club,1499,84.9%,1832 ± 71,researchclub,https://pokemonshowdown.com/ladder/gen9ubers,
2291,Siebtst,1499,83.5%,1813 ± 79,siebtst,https://pokemonshowdown.com/ladder/gen9ubers,
2292,Kakuriyo Glory,1499,76.0%,1722 ± 74,kakuriyoglory,https://pokemonshowdown.com/ladder/gen9ubers,
2293,TeeGeeYou,1499,79.6%,1763 ± 82,teegeeyou,https://pokemonshowdown.com/ladder/gen9ubers,
2294,Luigi016,1499,72.5%,1686 ± 64,luigi016,https://pokemonshowdown.com/ladder/gen9ubers,
2295,Zeubigboss,1499,75.7%,1716 ± 53,zeubigboss,https://pokemonshowdown.com/ladder/gen9ubers,
2296,hey my g,1499,75.8%,1721 ± 84,heymyg,https://pokemonshowdown.com/ladder/gen9ubers,
2297,gayblading,1499,74.3%,1704 ± 74,gayblading,https://pokemonshowdown.com/ladder/gen9ubers,
2298,Chiya ivy,1499,75.6%,1717 ± 67,chiyaivy,https://pokemonshowdown.com/ladder/gen9ubers,
2299,BurntPenguin1738,1499,85.5%,1842 ± 77,burntpenguin1738,https://pokemonshowdown.com/ladder/gen9ubers,
2300,leShade,1499,76.6%,1726 ± 58,leshade,https://pokemonshowdown.com/ladder/gen9ubers,
2301,Play Test Account,1499,80.9%,1779 ± 82,playtestaccount,https://pokemonshowdown.com/ladder/gen9ubers,
2302,IkeDreams,1499,80.3%,1769 ± 64,ikedreams,https://pokemonshowdown.com/ladder/gen9ubers,
2303,SOMETHUG,1499,75.2%,1712 ± 59,somethug,https://pokemonshowdown.com/ladder/gen9ubers,
2304,Song of Despair,1499,82.2%,1795 ± 76,songofdespair,https://pokemonshowdown.com/ladder/gen9ubers,
2305,Sir. Pyro_Fire❣,1499,85.8%,1842 ± 58,sirpyrofire,https://pokemonshowdown.com/ladder/gen9ubers,
2306,Scorvol skl,1499,76.7%,1730 ± 80,scorvolskl,https://pokemonshowdown.com/ladder/gen9ubers,
2307,UBMY Run'♪tteitei~,1499,80.9%,1775 ± 58,ubmyruntteitei,https://pokemonshowdown.com/ladder/gen9ubers,
2308,OctaClub.ttv,1499,75.0%,1710 ± 62,octaclubttv,https://pokemonshowdown.com/ladder/gen9ubers,
2309,MedSupra,1499,72.5%,1686 ± 66,medsupra,https://pokemonshowdown.com/ladder/gen9ubers,
2310,Trogba Trogba,1499,85.8%,1845 ± 72,trogbatrogba,https://pokemonshowdown.com/ladder/gen9ubers,
2311,Jdusujshs,1499,84.3%,1827 ± 96,jdusujshs,https://pokemonshowdown.com/ladder/gen9ubers,
2312,poing de colere,1499,85.8%,1848 ± 82,poingdecolere,https://pokemonshowdown.com/ladder/gen9ubers,
2313,ubmygeysers3,1499,82.6%,1797 ± 61,ubmygeysers3,https://pokemonshowdown.com/ladder/gen9ubers,
2314,Google VLC,1499,81.7%,1789 ± 85,googlevlc,https://pokemonshowdown.com/ladder/gen9ubers,
2315,Srita. Aqua_Sea❣,1499,80.0%,1767 ± 74,sritaaquasea,https://pokemonshowdown.com/ladder/gen9ubers,
2316,TaxFraud094,1499,81.5%,1783 ± 66,taxfraud094,https://pokemonshowdown.com/ladder/gen9ubers,
2317,Mysterious Monkey,1499,79.5%,1759 ± 66,mysteriousmonkey,https://pokemonshowdown.com/ladder/gen9ubers,
2318,ubmy attempt 2,1499,82.6%,1798 ± 59,ubmyattempt2,https://pokemonshowdown.com/ladder/gen9ubers,
2319,Joltinjoe18,1499,81.1%,1780 ± 72,joltinjoe18,https://pokemonshowdown.com/ladder/gen9ubers,
2320,UCS Ereshkigal,1499,73.9%,1701 ± 80,ucsereshkigal,https://pokemonshowdown.com/ladder/gen9ubers,
2321,UBMY MeemMeyn3,1499,80.1%,1764 ± 54,ubmymeemmeyn3,https://pokemonshowdown.com/ladder/gen9ubers,
2322,sauron's butler,1499,77.6%,1735 ± 36,sauronsbutler,https://pokemonshowdown.com/ladder/gen9ubers,
2323,gkouri,1499,77.5%,1736 ± 65,gkouri,https://pokemonshowdown.com/ladder/gen9ubers,
2324,Fiammeblu_,1499,76.8%,1731 ± 82,fiammeblu,https://pokemonshowdown.com/ladder/gen9ubers,
2325,Rookie55,1498,81.9%,1793 ± 92,rookie55,https://pokemonshowdown.com/ladder/gen9ubers,
2326,UBMY Ashes,1498,81.7%,1786 ± 60,ubmyashes,https://pokemonshowdown.com/ladder/gen9ubers,
2327,ffhdldldd,1498,81.4%,1782 ± 63,ffhdldldd,https://pokemonshowdown.com/ladder/gen9ubers,
2328,Miss. Sweet_Rouge❣,1498,83.9%,1815 ± 65,misssweetrouge,https://pokemonshowdown.com/ladder/gen9ubers,
2329,Frozoid,1498,78.2%,1744 ± 64,frozoid,https://pokemonshowdown.com/ladder/gen9ubers,
2330,Albinson,1498,80.1%,1770 ± 87,albinson,https://pokemonshowdown.com/ladder/gen9ubers,
2331,zuniiki,1498,83.0%,1806 ± 82,zuniiki,https://pokemonshowdown.com/ladder/gen9ubers,
2332,HAHAHAHAHAHXD,1498,84.0%,1821 ± 87,hahahahahahxd,https://pokemonshowdown.com/ladder/gen9ubers,
2333,uBezin,1497,81.0%,1779 ± 74,ubezin,https://pokemonshowdown.com/ladder/gen9ubers,
2334,Thundersss,1497,82.0%,1787 ± 43,thundersss,https://pokemonshowdown.com/ladder/gen9ubers,
2335,UBMY goomy,1496,83.5%,1810 ± 65,ubmygoomy,https://pokemonshowdown.com/ladder/gen9ubers,
2336,Swamp123,1496,76.8%,1732 ± 89,swamp123,https://pokemonshowdown.com/ladder/gen9ubers,
2337,arcex,1496,74.7%,1706 ± 62,arcex,https://pokemonshowdown.com/ladder/gen9ubers,
2338,Scorple,1496,73.7%,1696 ± 53,scorple,https://pokemonshowdown.com/ladder/gen9ubers,
2339,dsvdvgbdfvd,1496,83.1%,1811 ± 96,dsvdvgbdfvd,https://pokemonshowdown.com/ladder/gen9ubers,
2340,Triple Homicide,1496,70.2%,1664 ± 66,triplehomicide,https://pokemonshowdown.com/ladder/gen9ubers,
2341,KT1120,1495,78.1%,1742 ± 53,kt1120,https://pokemonshowdown.com/ladder/gen9ubers,
2342,ThunderScoreXD,1495,76.3%,1725 ± 74,thunderscorexd,https://pokemonshowdown.com/ladder/gen9ubers,
2343,Miss. Pixie_Fire❣,1494,85.7%,1845 ± 80,misspixiefire,https://pokemonshowdown.com/ladder/gen9ubers,
2344,Butsorceror,1494,79.1%,1759 ± 89,butsorceror,https://pokemonshowdown.com/ladder/gen9ubers,
2345,Max_97,1494,79.5%,1759 ± 63,max97,https://pokemonshowdown.com/ladder/gen9ubers,
2346,Skyingheaven,1494,71.6%,1678 ± 80,skyingheaven,https://pokemonshowdown.com/ladder/gen9ubers,
2347,UBMY Nael222,1493,83.2%,1806 ± 63,ubmynael222,https://pokemonshowdown.com/ladder/gen9ubers,
2348,sandro20,1493,77.0%,1730 ± 56,sandro20,https://pokemonshowdown.com/ladder/gen9ubers,
2349,letsgo gen 9,1493,71.2%,1673 ± 65,letsgogen9,https://pokemonshowdown.com/ladder/gen9ubers,
2350,DanielRiodani,1493,71.8%,1679 ± 64,danielriodani,https://pokemonshowdown.com/ladder/gen9ubers,
2351,UBMY Obey,1492,82.7%,1799 ± 61,ubmyobey,https://pokemonshowdown.com/ladder/gen9ubers,
2352,gretun,1492,72.8%,1689 ± 69,gretun,https://pokemonshowdown.com/ladder/gen9ubers,
2353,fjdjkdld,1491,81.6%,1785 ± 67,fjdjkdld,https://pokemonshowdown.com/ladder/gen9ubers,
2354,beiyingtest,1491,79.4%,1761 ± 80,beiyingtest,https://pokemonshowdown.com/ladder/gen9ubers,
2355,psychic partner,1491,84.3%,1828 ± 94,psychicpartner,https://pokemonshowdown.com/ladder/gen9ubers,
2356,LeBarBURR2,1491,82.1%,1788 ± 33,lebarburr2,https://pokemonshowdown.com/ladder/gen9ubers,
2357,Marcos96,1490,76.0%,1719 ± 50,marcos96,https://pokemonshowdown.com/ladder/gen9ubers,
2358,Tristan Tate,1489,74.7%,1707 ± 67,tristantate,https://pokemonshowdown.com/ladder/gen9ubers,
2359,AllCuzOfHax,1489,77.3%,1736 ± 70,allcuzofhax,https://pokemonshowdown.com/ladder/gen9ubers,
2360,hfrtu ghj,1489,78.8%,1755 ± 88,hfrtughj,https://pokemonshowdown.com/ladder/gen9ubers,
2361,Bossness,1488,72.7%,1688 ± 70,bossness,https://pokemonshowdown.com/ladder/gen9ubers,
2362,AnthonyKfr,1488,79.8%,1765 ± 83,anthonykfr,https://pokemonshowdown.com/ladder/gen9ubers,
2363,Highlord,1488,80.4%,1771 ± 71,highlord,https://pokemonshowdown.com/ladder/gen9ubers,
2364,alexis1710,1488,76.7%,1726 ± 44,alexis1710,https://pokemonshowdown.com/ladder/gen9ubers,
2365,fardin,1487,77.6%,1741 ± 85,fardin,https://pokemonshowdown.com/ladder/gen9ubers,
2366,spily,1487,75.5%,1714 ± 47,spily,https://pokemonshowdown.com/ladder/gen9ubers,
2367,severalwriter,1487,79.6%,1760 ± 59,severalwriter,https://pokemonshowdown.com/ladder/gen9ubers,
2368,shuumeitoyoshikazu,1487,76.9%,1728 ± 41,shuumeitoyoshikazu,https://pokemonshowdown.com/ladder/gen9ubers,
2369,jeanmilapipe,1487,76.8%,1729 ± 63,jeanmilapipe,https://pokemonshowdown.com/ladder/gen9ubers,
2370,smite nite,1487,73.1%,1689 ± 38,smitenite,https://pokemonshowdown.com/ladder/gen9ubers,
2371,kkrok,1487,73.4%,1695 ± 74,kkrok,https://pokemonshowdown.com/ladder/gen9ubers,
2372,UBMY Shut Down,1486,82.7%,1799 ± 63,ubmyshutdown,https://pokemonshowdown.com/ladder/gen9ubers,
2373,Ptn de jeux,1486,83.3%,1809 ± 69,ptndejeux,https://pokemonshowdown.com/ladder/gen9ubers,
2374,the wrath of zaun,1486,83.3%,1811 ± 82,thewrathofzaun,https://pokemonshowdown.com/ladder/gen9ubers,
2375,blown expectations,1486,79.3%,1755 ± 48,blownexpectations,https://pokemonshowdown.com/ladder/gen9ubers,
2376,Eledyr,1486,77.6%,1737 ± 51,eledyr,https://pokemonshowdown.com/ladder/gen9ubers,
2377,vikias,1485,74.0%,1699 ± 46,vikias,https://pokemonshowdown.com/ladder/gen9ubers,
2378,Recreatiions,1485,77.2%,1733 ± 63,recreatiions,https://pokemonshowdown.com/ladder/gen9ubers,
2379,Rei do tacaca,1485,72.6%,1685 ± 51,reidotacaca,https://pokemonshowdown.com/ladder/gen9ubers,
2380,jperez520,1485,73.6%,1695 ± 58,jperez520,https://pokemonshowdown.com/ladder/gen9ubers,
2381,e4hdride,1485,77.9%,1743 ± 75,e4hdride,https://pokemonshowdown.com/ladder/gen9ubers,
2382,ARE-GEEE-EEEH,1485,79.4%,1762 ± 87,aregeeeeeeh,https://pokemonshowdown.com/ladder/gen9ubers,
2383,Docteur Fripouille,1485,78.2%,1743 ± 57,docteurfripouille,https://pokemonshowdown.com/ladder/gen9ubers,
2384,night suwu,1484,72.7%,1686 ± 58,nightsuwu,https://pokemonshowdown.com/ladder/gen9ubers,
2385,Marty2000!,1484,72.5%,1684 ± 52,marty2000,https://pokemonshowdown.com/ladder/gen9ubers,
2386,TheCosmicEngineer,1483,78.2%,1741 ± 36,thecosmicengineer,https://pokemonshowdown.com/ladder/gen9ubers,
2387,xjyxxl,1482,74.4%,1702 ± 43,xjyxxl,https://pokemonshowdown.com/ladder/gen9ubers,
2388,foh,1482,75.4%,1716 ± 80,foh,https://pokemonshowdown.com/ladder/gen9ubers,
2389,The Divine Dabsol,1482,75.1%,1710 ± 61,thedivinedabsol,https://pokemonshowdown.com/ladder/gen9ubers,
2390,Jeran 重力,1482,79.6%,1760 ± 61,jeran,https://pokemonshowdown.com/ladder/gen9ubers,
2391,Neeraj78,1482,78.8%,1753 ± 76,neeraj78,https://pokemonshowdown.com/ladder/gen9ubers,
2392,UCS Inanna,1482,76.1%,1721 ± 58,ucsinanna,https://pokemonshowdown.com/ladder/gen9ubers,
2393,Flamnyan,1481,69.2%,1656 ± 73,flamnyan,https://pokemonshowdown.com/ladder/gen9ubers,
2394,Payapito,1481,51.1%,1508 ± 35,payapito,https://pokemonshowdown.com/ladder/gen9ubers,
2395,Nael222,1481,77.3%,1733 ± 52,nael222,https://pokemonshowdown.com/ladder/gen9ubers,
2396,Remi25,1480,78.7%,1748 ± 44,remi25,https://pokemonshowdown.com/ladder/gen9ubers,
2397,Alone in the WRLD,1480,76.9%,1728 ± 54,aloneinthewrld,https://pokemonshowdown.com/ladder/gen9ubers,
